Nome da campanha,Nome do conjunto de anúncios,Anúncios,Status de veiculação,Nível de veiculação,Configuração de atribuição,Tipo de resultado,Resultados,Alcance,Impressões,Custo por resultado,Classificação de qualidade,Classificação da taxa de engajamento,Classificação da taxa de conversão,Valor usado (BRL),Frequência,Cliques no link,CPC (custo por clique no link),Cliques no link únicos,CTR único (taxa de cliques no link),Custo por clique único (todos),Cadastros,Custo por cadastro,Início dos relatórios,Término dos relatórios
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|25-08-THIAGO-SODRE-LAMEN-SAUDAVEL-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,344837,344837,356193,1.74,–,–,–,600.00,1.0329315,1,600,1,0.00028999,0.56710775,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|25-08-THIAGO-SODRE-LAMEN-SAUDAVEL-FB,VIDEO|HABITOS|25-08-THIAGO-SODRE-LAMEN-SAUDAVEL-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,344837,344837,356193,1.74,–,–,–,600.00,1.0329315,1,600,1,0.00028999,0.56710775,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|18-08-THAISA-LEAL-CAFE-DA-MANHA-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,240516,240516,249527,2.25,–,–,–,540.00,1.03746528,1,540,1,0.00041577,0.84507042,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|18-08-THAISA-LEAL-CAFE-DA-MANHA-FB,VIDEO|HABITOS|18-08-THAISA-LEAL-CAFE-DA-MANHA-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,240516,240516,249527,2.25,–,–,–,540.00,1.03746528,1,540,1,0.00041577,0.84507042,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|25-08-THIAGO-SODRE-LAMEN-SAUDAVEL-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,385989,385989,394556,1.40,–,–,–,540.00,1.02219493,301,1.79401993,301,0.0779815,1.36363636,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|25-08-THIAGO-SODRE-LAMEN-SAUDAVEL-IG,VIDEO|HABITOS|25-08-THIAGO-SODRE-LAMEN-SAUDAVEL-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,385989,385989,394556,1.40,–,–,–,540.00,1.02219493,301,1.79401993,301,0.0779815,1.36363636,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|IDENTIFICACAO|29-08-ALIMENTACAO-SAUDAVEL-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,270847,270847,281801,1.85,–,–,–,500.00,1.0404435,3,166.66666667,3,0.00110764,0.66489362,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|IDENTIFICACAO|29-08-ALIMENTACAO-SAUDAVEL-FB,FOTO|HABITOS|29-08-ALIMENTACAO-SAUDAVEL-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,270847,270847,281801,1.85,–,–,–,500.00,1.0404435,3,166.66666667,3,0.00110764,0.66489362,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|INSTITUCIONAL|17-08-ANTI-FRAUDE-STORY-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,148097,148097,153169,3.38,–,–,–,500.00,1.03424782,19,26.31578947,19,0.01282943,9.09090909,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|INSTITUCIONAL|17-08-ANTI-FRAUDE-STORY-IG,CARROSSEL|HABITOS|17-08-ANTI-FRAUDE-STORY-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,148097,148097,153169,3.38,–,–,–,500.00,1.03424782,19,26.31578947,19,0.01282943,9.09090909,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|INSTITUCIONAL|22-08-TELEATENDIMENTO-STORY-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,173406,173406,177632,2.88,–,–,–,500.00,1.02437055,27,18.51851852,26,0.01499371,6.66666667,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|INSTITUCIONAL|22-08-TELEATENDIMENTO-STORY-IG,VIDEO|HABITOS|22-08-TELEATENDIMENTO-STORY-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,173406,173406,177632,2.88,–,–,–,500.00,1.02437055,27,18.51851852,26,0.01499371,6.66666667,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|25-08-THIAGO-SODRE-LAMEN-SAUDAVEL-STORY-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,355456,355456,360684,1.41,–,–,–,500.00,1.01470787,277,1.80505415,277,0.07792807,1.44092219,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|25-08-THIAGO-SODRE-LAMEN-SAUDAVEL-STORY-IG,VIDEO|HABITOS|25-08-THIAGO-SODRE-LAMEN-SAUDAVEL-STORY-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,355456,355456,360684,1.41,–,–,–,500.00,1.01470787,277,1.80505415,277,0.07792807,1.44092219,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|18-08-THAISA-LEAL-CAFE-DA-MANHA-STORY-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,321152,321152,333339,1.56,–,–,–,500.00,1.03794776,231,2.16450216,231,0.07192856,1.77304965,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|18-08-THAISA-LEAL-CAFE-DA-MANHA-STORY-IG,VIDEO|HABITOS|18-08-THAISA-LEAL-CAFE-DA-MANHA-STORY-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,321152,321152,333339,1.56,–,–,–,500.00,1.03794776,231,2.16450216,231,0.07192856,1.77304965,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|04-08-CAMILA-TORTA-DE-FRANGO-STORY-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,432129,432129,439387,1.16,–,–,–,500.00,1.01679591,254,1.96850394,252,0.05831592,1.44927536,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|04-08-CAMILA-TORTA-DE-FRANGO-STORY-IG,VIDEO|HABITOS|04-08-CAMILA-TORTA-DE-FRANGO-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,432129,432129,439387,1.16,–,–,–,500.00,1.01679591,254,1.96850394,252,0.05831592,1.44927536,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|11-08-BRUNO-MAC-N-CHEESE-STORY-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,264512,264512,271216,1.51,–,–,–,400.00,1.02534479,144,2.77777778,144,0.05443987,2.25988701,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|11-08-BRUNO-MAC-N-CHEESE-STORY-IG,VIDEO|HABITOS|11-08-BRUNO-MAC-N-CHEESE-STORY-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,264512,264512,271216,1.51,–,–,–,400.00,1.02534479,144,2.77777778,144,0.05443987,2.25988701,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|INSTITUCIONAL|22-08-TELEATENDIMENTO-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,194593,194593,203814,1.85,–,–,–,360.00,1.04738608,3,120,3,0.00154168,0.96,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|INSTITUCIONAL|22-08-TELEATENDIMENTO-FB,VIDEO|HABITOS|22-08-TELEATENDIMENTO-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,194593,194593,203814,1.85,–,–,–,360.00,1.04738608,3,120,3,0.00154168,0.96,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|11-08-BRUNO-MAC-N-CHEESE-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,162560,162560,167708,1.85,–,–,–,300.00,1.03166831,,,,,0.77319588,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|11-08-BRUNO-MAC-N-CHEESE-FB,VIDEO|HABITOS|11-08-BRUNO-MAC-N-CHEESE-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,162560,162560,167708,1.85,–,–,–,300.00,1.03166831,,,,,0.77319588,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|04-08-CAMILA-TORTA-DE-FRANGO-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,207743,207743,213095,1.44,–,–,–,300.00,1.0257626,,,,,0.50083472,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|04-08-CAMILA-TORTA-DE-FRANGO-FB,VIDEO|HABITOS|04-08-CAMILA-TORTA-DE-FRANGO-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,207743,207743,213095,1.44,–,–,–,300.00,1.0257626,,,,,0.50083472,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|INSTITUCIONAL|01-08-AGOSTO-DOURADO-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,156736,156736,162938,1.91,–,–,–,300.00,1.03956972,,,,,0.99667774,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|INSTITUCIONAL|01-08-AGOSTO-DOURADO-FB,VIDEO|HABITOS|01-08-AGOSTO-DOURADO-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,156736,156736,162938,1.91,–,–,–,300.00,1.03956972,,,,,0.99667774,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|04-08-CAMILA-TORTA-DE-FRANGO-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,268992,268992,269639,1.12,–,–,–,300.00,1.00240528,177,1.69491525,177,0.06580121,1.31578947,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|04-08-CAMILA-TORTA-DE-FRANGO-IG,VIDEO|HABITOS|04-08-CAMILA-TORTA-DE-FRANGO-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,268992,268992,269639,1.12,–,–,–,300.00,1.00240528,177,1.69491525,177,0.06580121,1.31578947,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|IDENTIFICACAO|02-08-É-BOM-SABER-STORY-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,179999,179999,181750,1.11,–,–,–,200.00,1.00972783,74,2.7027027,74,0.04111134,2.10526316,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|IDENTIFICACAO|02-08-É-BOM-SABER-STORY-IG,CARROSSEL|HABITOS|02-08-É-BOM-SABER-STORY-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,179999,179999,181750,1.11,–,–,–,200.00,1.00972783,74,2.7027027,74,0.04111134,2.10526316,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|EVENTOS-AULAS|07-08-FUT-FUNCIONAL-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,131039,131039,134054,1.53,–,–,–,200.00,1.02300842,,,,,0.70422535,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|EVENTOS-AULAS|07-08-FUT-FUNCIONAL-FB,VIDEO|HABITOS|07-08-FUT-FUNCIONAL-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,131039,131039,134054,1.53,–,–,–,200.00,1.02300842,,,,,0.70422535,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,All,All,completed,campaign,Clique de 7 dias ou visualização de 1 dia,Alcance,1536683,1536683,4307784,5.86,–,–,–,8999.86,2.80330036,2392,3.76248328,2374,0.1544886,1.35580898,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|20-10-OUTUBRO-ROSA-STORY-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,282301,282301,287183,3.54,–,–,–,1000.00,1.0172936,396,2.52525253,393,0.13921311,1.94174757,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|20-10-OUTUBRO-ROSA-STORY-IG,CARROSSEL|HABITOS|20-10-OUTUBRO-ROSA-STORY-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,282301,282301,287183,3.54,Abaixo da média – 10% mais baixos dos anúncios,–,–,1000.00,1.0172936,396,2.52525253,393,0.13921311,1.94174757,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|26-10-E-BOM-SABER-STORY-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,486902,486902,493350,2.05,–,–,–,1000.00,1.01324291,292,3.42465753,291,0.05976562,2.43309002,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|26-10-E-BOM-SABER-STORY-IG,FOTO|HABITOS|26-10-E-BOM-SABER-STORY-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,486902,486902,493350,2.05,Acima da média,–,–,1000.00,1.01324291,292,3.42465753,291,0.05976562,2.43309002,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|PRIMEIRO-PASSO|13-10-THAISA-LEAL-BISCOITO-STORY-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,355390,355390,360244,1.69,–,–,–,600.00,1.01365823,199,3.01507538,199,0.05599482,2.0979021,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|PRIMEIRO-PASSO|13-10-THAISA-LEAL-BISCOITO-STORY-IG,VIDEO|HABITOS|13-10-THAISA-LEAL-BISCOITO-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,355390,355390,360244,1.69,–,–,–,600.00,1.01365823,199,3.01507538,199,0.05599482,2.0979021,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|06-10-ACREDITACAO-STORY-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,337024,337024,345394,1.78,–,–,–,600.00,1.02483503,227,2.64317181,225,0.06676082,2,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|06-10-ACREDITACAO-STORY-IG,FOTO|HABITOS|06-10-ACREDITACAO-STORY-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,337024,337024,345394,1.78,–,–,–,600.00,1.02483503,227,2.64317181,225,0.06676082,2,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|20-10-OUTUBRO-ROSA-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,252435,252435,263659,2.38,–,–,–,600.00,1.04446293,,,,,0.96774194,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|20-10-OUTUBRO-ROSA-FB,FOTO|HABITOS|20-10-OUTUBRO-ROSA-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,252435,252435,263659,2.38,–,–,–,600.00,1.04446293,,,,,0.96774194,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|11-10-PREVENÇÃO-OBESIDADE-STORY-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,150048,150048,150218,3.33,–,–,–,500.00,1.00113297,100,5,99,0.06597889,3.4965035,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|11-10-PREVENÇÃO-OBESIDADE-STORY-IG,CARROSSEL|HABITOS|11-10-PREVENÇÃO-OBESIDADE-STORY-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,150048,150048,150218,3.33,–,–,–,500.00,1.00113297,100,5,99,0.06597889,3.4965035,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|PRIMEIRO-PASSO|07-10-JACQUE-BOLO-LEITE-NINHO-STORY-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,289922,289922,294414,1.72,–,–,–,500.00,1.01549382,143,3.4965035,143,0.04932361,2.34741784,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|PRIMEIRO-PASSO|07-10-JACQUE-BOLO-LEITE-NINHO-STORY-IG,VIDEO|HABITOS|07-10-JACQUE-BOLO-LEITE-NINHO-STORY-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,289922,289922,294414,1.72,–,–,–,500.00,1.01549382,143,3.4965035,143,0.04932361,2.34741784,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|05-10-É-BOM-SABER-STORY-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,292158,292158,295051,1.71,–,–,–,500.00,1.00990218,176,2.84090909,176,0.06024138,2.12765957,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|05-10-É-BOM-SABER-STORY-IG,FOTO|HABITOS|05-10-É-BOM-SABER-STORY-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,292158,292158,295051,1.71,–,–,–,500.00,1.00990218,176,2.84090909,176,0.06024138,2.12765957,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|18-10-DIA-DO-ANESTESISTA-STORY-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,152508,152508,154022,3.28,–,–,–,500.00,1.00992735,144,3.47222222,143,0.09376557,2.65957447,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|18-10-DIA-DO-ANESTESISTA-STORY-IG,FOTO|HABITOS|18-10-DIA-DO-ANESTESISTA-STORY-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,152508,152508,154022,3.28,–,–,–,500.00,1.00992735,144,3.47222222,143,0.09376557,2.65957447,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|20-10-OSTEOPOROSE-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,275853,275853,279691,1.74,–,–,–,479.86,1.01391321,1,479.86,1,0.00036251,0.53317778,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|20-10-OSTEOPOROSE-FB,FOTO|HABITOS|20-10-OSTEOPOROSE-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,275853,275853,279691,1.74,–,–,–,479.86,1.01391321,1,479.86,1,0.00036251,0.53317778,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|27-10-OUTUBRO-ROSA-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,162081,162081,165482,2.59,–,–,–,420.00,1.02098334,,,,,1.06329114,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|27-10-OUTUBRO-ROSA-FB,FOTO|HABITOS|27-10-OUTUBRO-ROSA-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,162081,162081,165482,2.59,–,–,–,420.00,1.02098334,,,,,1.06329114,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|17-10-DIA-DA-VACINACAO-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,126872,126872,131506,2.36,–,–,–,300.00,1.036525,2,150,2,0.00157639,0.61601643,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|17-10-DIA-DA-VACINACAO-FB,FOTO|HABITOS|17-10-DIA-DA-VACINACAO-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,126872,126872,131506,2.36,–,–,–,300.00,1.036525,2,150,2,0.00157639,0.61601643,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|23-10-OUTUBRO-ROSA-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,133093,133093,136796,2.25,–,–,–,300.00,1.02782265,21,14.28571429,21,0.01577844,1.01351351,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|23-10-OUTUBRO-ROSA-FB,FOTO|HABITOS|23-10-OUTUBRO-ROSA-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,133093,133093,136796,2.25,–,–,–,300.00,1.02782265,21,14.28571429,21,0.01577844,1.01351351,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|PRIMEIRO-PASSO|13-10-THAISA-LEAL-BISCOITO-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,157695,157695,159869,1.90,–,–,–,300.00,1.01378611,79,3.79746835,79,0.05009671,1.92307692,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|PRIMEIRO-PASSO|13-10-THAISA-LEAL-BISCOITO-IG,VIDEO|HABITOS|13-10-THAISA-LEAL-BISCOITO-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,157695,157695,159869,1.90,–,–,–,300.00,1.01378611,79,3.79746835,79,0.05009671,1.92307692,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|05-10-ACREDITACAO-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,163316,163316,170220,1.84,–,–,–,300.00,1.04227387,60,5,58,0.03551397,0.72815534,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|05-10-ACREDITACAO-FB,FOTO|HABITOS|05-10-ACREDITACAO-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,163316,163316,170220,1.84,–,–,–,300.00,1.04227387,60,5,58,0.03551397,0.72815534,,,2023-06-01,2023-11-30
