Nome da campanha,Nome do conjunto de anúncios,Anúncios,Status de veiculação,Nível de veiculação,Configuração de atribuição,Tipo de resultado,Resultados,Alcance,Impressões,Custo por resultado,Classificação de qualidade,Classificação da taxa de engajamento,Classificação da taxa de conversão,Valor usado (BRL),Frequência,Cliques no link,CPC (custo por clique no link),Cliques no link únicos,CTR único (taxa de cliques no link),Custo por clique único (todos),Cadastros,Custo por cadastro,Início dos relatórios,Término dos relatórios
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|01-06-THIAGO-SODRE-HAMBURGUER-IG,VIDEO|HABITOS|01-06-THIAGO-SODRE-HAMBURGUER-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,358017,358017,359480,2.85,–,–,–,1020.00,1.0040864,186,5.48387097,184,0.05139421,2.46973366,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|IDENTIFICACAO|17-07-CUIDADOS-COM-A-PELE-STORY-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,642690,642690,645149,1.56,–,–,–,1000.00,1.00382611,386,2.59067358,386,0.06006006,1.84501845,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|IDENTIFICACAO|17-07-CUIDADOS-COM-A-PELE-STORY-IG,VIDEO|HABITOS|17-07-CUIDADOS-COM-A-PELE-STORY-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,642690,642690,645149,1.56,–,–,–,1000.00,1.00382611,386,2.59067358,386,0.06006006,1.84501845,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|08-06-THAISA-LEAL-BOMBOM-FIT-STORY-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,707878,707878,707878,1.34,–,–,–,950.00,1,460,2.06521739,459,0.06484168,1.43721634,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|08-06-THAISA-LEAL-BOMBOM-FIT-STORY-IG,VIDEO|HABITOS|08-06-THAISA-LEAL-BOMBOM-FIT-STORY-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,707878,707878,707878,1.34,–,–,–,950.00,1,460,2.06521739,459,0.06484168,1.43721634,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|01-06-THIAGO-SODRE-HAMBURGUER-STORY-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,646454,646454,646454,1.47,–,–,–,950.00,1,769,1.23537061,765,0.11833789,1.03485839,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|01-06-THIAGO-SODRE-HAMBURGUER-STORY-IG,VIDEO|HABITOS|01-06-THIAGO-SODRE-HAMBURGUER-STORY-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,646454,646454,646454,1.47,–,–,–,950.00,1,769,1.23537061,765,0.11833789,1.03485839,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|14-07-BRUNO-FRANGO-CROCANTE-STORY-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,571651,571651,572116,1.57,–,–,–,900.00,1.00081343,351,2.56410256,351,0.0614011,1.93548387,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|14-07-BRUNO-FRANGO-CROCANTE-STORY-IG,VIDEO|HABITOS|14-07-BRUNO-FRANGO-CROCANTE-STORY-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,571651,571651,572116,1.57,–,–,–,900.00,1.00081343,351,2.56410256,351,0.0614011,1.93548387,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|21-06-LUIZA-ZAIDAN-PACOCA-SAUDAVEL-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,366649,366649,380946,2.09,–,–,–,765.00,1.0389937,1,765,1,0.00027274,0.72374645,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|21-06-LUIZA-ZAIDAN-PACOCA-SAUDAVEL-FB,VIDEO|HABITOS|21-06-LUIZA-ZAIDAN-PACOCA-SAUDAVEL-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,366649,366649,380946,2.09,–,–,–,765.00,1.0389937,1,765,1,0.00027274,0.72374645,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|IDENTIFICACAO|20-07-M1H-FUTFUNCIONAL-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,231744,231744,235644,2.59,–,–,–,600.00,1.01682891,6,100,6,0.00258906,1.22199593,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|IDENTIFICACAO|20-07-M1H-FUTFUNCIONAL-FB,FOTO|HABITOS|20-07-M1H-FUTFUNCIONAL-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,231744,231744,235644,2.59,–,–,–,600.00,1.01682891,6,100,6,0.00258906,1.22199593,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|INSTITUCIONAL|18-07-TELEATENDIMENTO-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,313920,313920,326994,1.91,–,–,–,600.00,1.04164755,3,200,3,0.00095566,0.98199673,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|INSTITUCIONAL|18-07-TELEATENDIMENTO-FB,FOTO|HABITOS|18-07-TELEATENDIMENTO-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,313920,313920,326994,1.91,–,–,–,600.00,1.04164755,3,200,3,0.00095566,0.98199673,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,"GERAL|IDENTIFICACAO|13-06-1DIA,1EXERCICIO-IG",All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,319355,319355,319677,1.88,–,–,–,600.00,1.00100828,76,7.89473684,76,0.02379797,3.20855615,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,"GERAL|IDENTIFICACAO|13-06-1DIA,1EXERCICIO-IG","FOTO|HABITOS|13-06-1DIA,1EXERCICIO-IG",inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,319355,319355,319677,1.88,–,–,–,600.00,1.00100828,76,7.89473684,76,0.02379797,3.20855615,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|14-07-BRUNO-FRANGO-CROCANTE-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,398657,398657,402174,1.36,–,–,–,543.05,1.00882212,85,6.38882353,85,0.02132159,2.58595238,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|14-07-BRUNO-FRANGO-CROCANTE-IG,VIDEO|HABITOS|14-07-BRUNO-FRANGO-CROCANTE-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,398657,398657,402174,1.36,–,–,–,543.05,1.00882212,85,6.38882353,85,0.02132159,2.58595238,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|IDENTIFICACAO|19-06-DOENÇAS-RESPIRATÓRIAS-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,221245,221245,222531,2.44,–,–,–,540.00,1.00581256,1,540,1,0.00045199,1.25290023,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|IDENTIFICACAO|19-06-DOENÇAS-RESPIRATÓRIAS-FB,FOTO|HABITOS|19-06-DOENÇAS-RESPIRATÓRIAS-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,221245,221245,222531,2.44,–,–,–,540.00,1.00581256,1,540,1,0.00045199,1.25290023,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|27-06-LUIZA-ZAIDAN-MAIONESE-TEMPERADA-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,252225,252225,260349,2.14,–,–,–,540.00,1.03220934,,,,,0.8723748,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|27-06-LUIZA-ZAIDAN-MAIONESE-TEMPERADA-FB,VIDEO|HABITOS|27-06-LUIZA-ZAIDAN-MAIONESE-TEMPERADA-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,252225,252225,260349,2.14,–,–,–,540.00,1.03220934,,,,,0.8723748,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|01-06-THIAGO-SODRE-HAMBURGUER-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,340736,340736,346726,1.41,–,–,–,480.00,1.01757959,3,160,3,0.00088045,0.28503563,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|01-06-THIAGO-SODRE-HAMBURGUER-FB,VIDEO|HABITOS|01-06-THIAGO-SODRE-HAMBURGUER-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,340736,340736,346726,1.41,–,–,–,480.00,1.01757959,3,160,3,0.00088045,0.28503563,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|IDENTIFICACAO|05-06-AUTOMEDICACAO-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,221120,221120,225987,2.17,–,–,–,480.00,1.02201067,3,160,3,0.00135673,0.94117647,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|IDENTIFICACAO|05-06-AUTOMEDICACAO-FB,FOTO|HABITOS|05-06-AUTOMEDICACAO-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,221120,221120,225987,2.17,–,–,–,480.00,1.02201067,3,160,3,0.00135673,0.94117647,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|INSTITUCIONAL|21-06-ASMA-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,218557,218557,224591,2.16,–,–,–,471.00,1.02760836,1,471,1,0.00045755,0.73136646,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|INSTITUCIONAL|21-06-ASMA-FB,FOTO|HABITOS|05-06-COMIDAS-FESTA-JUNINA-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,218557,218557,224591,2.16,–,–,–,471.00,1.02760836,1,471,1,0.00045755,0.73136646,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|IDENTIFICACAO|05-06-COMIDAS-FESTA-JUNINA-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,219583,219583,219808,2.14,–,–,–,471.00,1.00102467,1,471,1,0.00045541,0.8579235,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|IDENTIFICACAO|05-06-COMIDAS-FESTA-JUNINA-FB,FOTO|HABITOS|05-06-COMIDAS-FESTA-JUNINA-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,219583,219583,219808,2.14,–,–,–,471.00,1.00102467,1,471,1,0.00045541,0.8579235,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|08-06-THAISA-LEAL-BOMBOM-FIT-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,347968,347968,354559,1.35,–,–,–,471.00,1.0189414,,,,,0.46449704,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|08-06-THAISA-LEAL-BOMBOM-FIT-FB,VIDEO|HABITOS|08-06-THAISA-LEAL-BOMBOM-FIT-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,347968,347968,354559,1.35,–,–,–,471.00,1.0189414,,,,,0.46449704,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|IDENTIFICACAO|19-06-VAGAS-FALSAS-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,234941,234941,241136,1.99,–,–,–,468.00,1.02636832,28,16.71428571,28,0.01191789,0.87640449,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|IDENTIFICACAO|19-06-VAGAS-FALSAS-FB,FOTO|HABITOS|19-06-VAGAS-FALSAS-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,234941,234941,241136,1.99,–,–,–,468.00,1.02636832,28,16.71428571,28,0.01191789,0.87640449,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|27-06-LUIZA-ZAIDAN-MAIONESE-TEMPERADA-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,138492,138492,138492,3.15,–,–,–,436.08,1,41,10.63609756,41,0.0296046,4.5425,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|27-06-LUIZA-ZAIDAN-MAIONESE-TEMPERADA-IG,CARROSSEL|HABITOS|23-06-DIA-DO-YOGA-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,138492,138492,138492,3.15,–,–,–,436.08,1,41,10.63609756,41,0.0296046,4.5425,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|TRAFEGO|SAUDE-PME-10%-DESCONTO,All,All,inactive,campaign,Clique de 7 dias ou visualização de 1 dia,Cliques no link,32771,1141141,4720640,0.68,–,–,–,22365.31,4.13677188,32771,0.68247261,30832,2.70185718,0.62167306,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|TRAFEGO|SAUDE-PME-10%-DESCONTO,PME|SAUDE-PME|ABERTO,All,inactive,adset,Clique de 7 dias ou visualização de 1 dia,Cliques no link,25691,958382,3717681,0.58,–,–,–,14868.34,3.87912231,25691,0.5787373,24712,2.57851253,0.52754542,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|TRAFEGO|SAUDE-PME-10%-DESCONTO,PME|SAUDE-PME|ABERTO,WHATSAPP|FACA-PLANOS|CARROSSEL|FOTO-M-11-2023,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Cliques no link,9632,458617,1283934,0.62,Na média,Acima da média,Na média,5962.87,2.79957786,9632,0.61906873,9308,2.02958024,0.59355664,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|TRAFEGO|SAUDE-PME-10%-DESCONTO,PME|SAUDE-PME|ABERTO,WHATSAPP|FACA-PLANOS|CARROSSEL|FOTO-H-11-2023,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Cliques no link,5009,328506,728728,0.59,Na média,Acima da média,Na média,2970.60,2.21830956,5009,0.59305251,4860,1.47942503,0.54646799,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|TRAFEGO|SAUDE-PME-10%-DESCONTO,PME|SAUDE-PME|LOOKALIKE-LISTA-CRM-11-21,All,not_delivering,adset,Clique de 7 dias ou visualização de 1 dia,Cliques no link,6830,298523,958581,1.06,–,–,–,7210.22,3.21107921,6830,1.05566911,6536,2.18944604,0.9293916,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|TRAFEGO|SAUDE-PME-10%-DESCONTO,PME|SAUDE-PME|LOOKALIKE-LISTA-CRM-11-21,WHATSAPP|FACA-PLANOS|CARROSSEL|FOTO-M-11-2023,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Cliques no link,2554,127964,262526,1.11,Abaixo da média – 35% mais baixos dos anúncios,Na média,Na média,2827.08,2.05156138,2554,1.10692247,2512,1.96305211,1.05606276,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|TRAFEGO|SAUDE-PME-10%-DESCONTO,PME|SAUDE-PME|LOOKALIKE-LISTA-CRM-11-21,WHATSAPP|FACA-PLANOS|CARROSSEL|FOTO-H-11-2023,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Cliques no link,706,46581,77320,0.94,Na média,Na média,Abaixo da média – 35% mais baixos dos anúncios,662.77,1.65990425,706,0.93876771,694,1.48987785,0.88487316,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|TRAFEGO|SAUDE-PME-10%-DESCONTO,PME|SAUDE-PME|INTERESSE-MEI,All,not_delivering,adset,Clique de 7 dias ou visualização de 1 dia,Cliques no link,250,11463,44378,1.15,–,–,–,286.75,3.87141237,250,1.147,230,2.00645555,0.99912892,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|TRAFEGO|SAUDE-PME-10%-DESCONTO,PME|SAUDE-PME|INTERESSE-MEI,WHATSAPP|FACA-PLANOS|CARROSSEL|FOTO-M-11-2023,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Cliques no link,86,5138,11367,1.14,Na média,Na média,Na média,98.24,2.21233943,86,1.14232558,81,1.57648891,1.07956044,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|TRAFEGO|SAUDE-PME-10%-DESCONTO,PME|SAUDE-PME|INTERESSE-MEI,WHATSAPP|FACA-PLANOS|CARROSSEL|FOTO-H-11-2023,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Cliques no link,28,2210,4167,1.13,Na média,Na média,Abaixo da média – 35% mais baixos dos anúncios,31.76,1.88552036,28,1.13428571,27,1.22171946,1.02451613,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|TRAFEGO|SAUDE-PME-SUPER-MES,All,All,inactive,campaign,Clique de 7 dias ou visualização de 1 dia,Cliques no link,30843,630927,4249955,0.48,–,–,–,14696.49,6.7360487,30843,0.47649353,28272,4.48102554,0.44591571,109,134.83018349,2023-06-01,2023-11-30
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|TRAFEGO|SAUDE-PME-SUPER-MES,PME|SAUDE-PME|ABERTO,All,not_delivering,adset,Clique de 7 dias ou visualização de 1 dia,Cliques no link,27560,606097,3799185,0.48,–,–,–,13155.42,6.26827884,27560,0.47733745,25280,4.17094953,0.44469526,99,132.8830303,2023-06-01,2023-11-30
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|TRAFEGO|SAUDE-PME-SUPER-MES,PME|SAUDE-PME|ABERTO,WHATSAPP|FACA-PLANOS|CARROSSEL|FOTO-1-SUPER-MES-10-2023,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Cliques no link,6987,149678,692176,0.48,Na média,Na média,Na média,3337.71,4.62443378,6987,0.47770288,6856,4.58049947,0.45110285,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|TRAFEGO|SAUDE-PME-SUPER-MES,PME|SAUDE-PME|ABERTO,WHATSAPP|FACA-PLANOS|CARROSSEL|FOTO-2-SUPER-MES-10-2023,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Cliques no link,2689,85443,314319,0.50,Na média,Na média,Na média,1333.47,3.67869808,2689,0.4958981,2651,3.10265323,0.46788421,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|TRAFEGO|SAUDE-PME-SUPER-MES,PME|SAUDE-PME|LOOKALIKE-LISTA-CRM-11-21,All,not_delivering,adset,Clique de 7 dias ou visualização de 1 dia,Cliques no link,3216,81172,442895,0.47,–,–,–,1516.60,5.45625339,3216,0.4715796,3056,3.76484502,0.4424154,9,168.51111111,2023-06-01,2023-11-30
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|TRAFEGO|SAUDE-PME-SUPER-MES,PME|SAUDE-PME|LOOKALIKE-LISTA-CRM-11-21,WHATSAPP|FACA-PLANOS|CARROSSEL|FOTO-1-SUPER-MES-10-2023,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Cliques no link,905,20342,84778,0.48,Na média,Na média,Na média,438.25,4.16763347,905,0.48425414,890,4.37518435,0.45794148,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|TRAFEGO|SAUDE-PME-SUPER-MES,PME|SAUDE-PME|LOOKALIKE-LISTA-CRM-11-21,WHATSAPP|FACA-PLANOS|CARROSSEL|FOTO-2-SUPER-MES-10-2023,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Cliques no link,160,4085,11480,0.39,–,–,–,62.95,2.81028152,160,0.3934375,157,3.84332925,0.37694611,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|TRAFEGO|SAUDE-PME-SUPER-MES,PME|SAUDE-PME|INTERESSE-MEI,All,not_delivering,adset,Clique de 7 dias ou visualização de 1 dia,Cliques no link,67,1685,7875,0.37,–,–,–,24.47,4.6735905,67,0.36522388,57,3.38278932,0.40114754,1,24.47,2023-06-01,2023-11-30
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|TRAFEGO|SAUDE-PME-SUPER-MES,PME|SAUDE-PME|INTERESSE-MEI,WHATSAPP|FACA-PLANOS|CARROSSEL|FOTO-2-SUPER-MES-10-2023,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Cliques no link,1,38,68,0.33,–,–,–,0.33,1.78947368,1,0.33,1,2.63157895,0.33,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|TRAFEGO|SAUDE-PME-SUPER-MES,PME|SAUDE-PME|INTERESSE-MEI,WHATSAPP|FACA-PLANOS|CARROSSEL|FOTO-1-SUPER-MES-10-2023,inactive,ad,Clique de 7 dias ou visualização de 1 dia,,,35,45,,–,–,–,0.20,1.28571429,,,,,,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|WHATSAPP-REMARKETING|SAUDE-PME,All,All,inactive,campaign,Clique de 7 dias ou visualização de 1 dia,Conversas por mensagem iniciadas,117,57436,699019,100.31,–,–,–,11736.33,12.17039836,2178,5.38858127,1797,3.12869977,4.27708819,9,1304.03666667,2023-06-01,2023-11-30
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|WHATSAPP-REMARKETING|SAUDE-PME,PME|SAUDE-PME|REMARKETING,All,not_delivering,adset,Clique de 7 dias ou visualização de 1 dia,Conversas por mensagem iniciadas,117,57436,699019,100.31,–,–,–,11736.33,12.17039836,2178,5.38858127,1797,3.12869977,4.27708819,9,1304.03666667,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,All,All,completed,campaign,Clique de 7 dias ou visualização de 1 dia,Alcance,1671683,1671683,5529820,5.41,–,–,–,9040.00,3.30793577,2288,3.95104895,2277,0.13621004,1.22642789,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|INSTITUCIONAL|18-08-NOVA-VARIANTE-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,581886,581886,583375,1.72,–,–,–,1000.00,1.00255892,199,5.02512563,195,0.03351172,2.57731959,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|INSTITUCIONAL|18-08-NOVA-VARIANTE-IG,FOTO|HABITOS|18-08-NOVA-VARIANTE-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,581886,581886,583375,1.72,–,–,–,1000.00,1.00255892,199,5.02512563,195,0.03351172,2.57731959,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|18-08-THAISA-LEAL-CAFE-DA-MANHA-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,581761,581761,595943,1.72,–,–,–,1000.00,1.02437771,577,1.73310225,576,0.09900973,1.42857143,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|18-08-THAISA-LEAL-CAFE-DA-MANHA-IG,VIDEO|HABITOS|18-08-THAISA-LEAL-CAFE-DA-MANHA-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,581761,581761,595943,1.72,–,–,–,1000.00,1.02437771,577,1.73310225,576,0.09900973,1.42857143,,,2023-06-01,2023-11-30
